282,opera,webp,399.8,8.2,294,172.8
288,opera,png,323.8,8.3,1890,66.2
294,opera,jpeg,362.9,9.8,333,67.7
300,opera,avif,319.4,8.3,280,58.9
306,opera,webp,342.6,8.7,308,64.6
312,opera,png,433.8,8.6,2398,165.5
318,opera,jpeg,446.2,9.9,340,163.6
324,opera,avif,418.3,8.8,277,189.2
330,opera,webp,386.7,6,294,164
336,opera,png,274.7,9.2,2058,41.9
342,opera,jpeg,352,10.5,336,57.5
348,opera,avif,300.4,9.1,318,53.5
354,opera,webp,312,8.9,309,66.5
360,opera,png,489.1,13.9,2088,263.8
366,opera,jpeg,329.4,8,383,66.2
372,opera,avif,505.4,8.8,305,286.8
378,opera,webp,337.4,8.4,344,67.8
384,opera,png,301.6,8.8,1963,47.1
390,opera,jpeg,424.7,7.9,352,167.2
396,opera,avif,517.2,7.8,432,156.5
402,opera,webp,409,8.5,328,158.2
408,opera,png,293.8,8.3,2069,76.6
414,opera,jpeg,430.1,8.5,411,158.1
420,opera,avif,302.2,9,347,48.6
426,opera,webp,435.8,9.9,406,169.2
432,opera,png,304.8,8.4,2547,60.9
438,opera,jpeg,339.5,8.3,421,77.7
444,opera,avif,298.3,9.1,345,80.4
450,opera,webp,423.2,8.6,371,184.2
456,opera,png,355.9,9.2,1540,73.4
462,opera,jpeg,430.1,8.4,319,183.3
468,opera,avif,343.6,8.5,268,87.4
474,opera,webp,319.8,10.7,286,83.8
480,opera,png,387.4,8.9,1886,92.5
486,opera,jpeg,428.5,8.5,315,172.4
492,opera,avif,425.6,9.4,245,179.1
498,opera,webp,256.4,7.4,282,14.5
504,opera,png,309.3,8.9,1625,53
510,opera,jpeg,307.9,8.4,319,62.6
516,opera,avif,282.7,8.7,290,55.1
522,opera,webp,322.4,8.5,291,67.6
528,opera,png,487.2,9.8,2038,212.2
534,opera,jpeg,458.5,9,380,166.7
540,opera,avif,420.5,8.6,327,160.4
546,opera,webp,463.5,8.5,373,170.5
552,opera,png,321.5,9,2140,60.2
558,opera,jpeg,329.7,8.7,369,61.4
564,opera,avif,465.4,8.7,320,177.1
570,opera,webp,442,7.9,336,185.7
576,opera,png,527.9,9.3,2502,276.1
582,opera,jpeg,322.3,9,360,54.4
588,opera,avif,343.7,8.6,328,54.9
594,opera,webp,350.3,8.3,320,56.3
600,opera,png,443.7,8.9,2003,179.6
606,opera,jpeg,311.2,8.2,346,57.3
612,opera,avif,346.7,8.9,333,65.4
618,opera,webp,438.4,8.6,316,168.7
624,opera,png,447.2,9.6,2164,197.2
630,opera,jpeg,485.9,8.8,392,171.8
636,opera,avif,305.5,9.6,311,63.1
642,opera,webp,558.2,8.8,435,170.6
648,opera,png,320.8,8.4,2456,50.5
654,opera,jpeg,316.3,8.9,381,82.6
660,opera,avif,311.7,8.8,328,67.9
666,opera,webp,348.9,9.8,340,60.5
672,opera,png,336.1,9.8,2242,93
678,opera,jpeg,427.6,10.2,399,172.7
684,opera,avif,432.1,10.1,355,170.6
690,opera,webp,328.7,9,396,67.4
696,opera,png,400.5,8.6,2054,84.9
702,opera,jpeg,405.7,9.9,341,174
708,opera,avif,475.2,7.9,334,160.7
714,opera,webp,290.4,8.9,314,67.7
720,opera,png,276.1,7.8,1828,67.1
726,opera,jpeg,105.5,undefined,314,104.8
732,opera,avif,109,undefined,258,92.1
738,opera,webp,111.4,undefined,266,86.9
744,opera,png,101.7,undefined,1768,130.3
750,opera,jpeg,121.2,undefined,324,93.8
756,opera,avif,111.1,undefined,243,109.4
762,opera,webp,109.6,undefined,275,84.4
768,opera,png,123.1,undefined,1262,41.4
774,opera,jpeg,182.3,undefined,280,93.5
780,opera,avif,110.6,undefined,253,84.2
786,opera,webp,108.7,undefined,255,216.2
792,opera,png,131.3,undefined,2107,104
798,opera,jpeg,107.4,undefined,327,61.5
804,opera,avif,100.7,undefined,282,113.7
810,opera,webp,112.1,undefined,263,94.1
816,opera,png,134.6,undefined,2274,68.8
822,opera,jpeg,121.9,undefined,356,282.8
828,opera,avif,133.8,undefined,302,84.4
834,opera,webp,126.3,undefined,329,94.2
840,opera,png,164.4,undefined,1632,188.1
846,opera,jpeg,117.1,undefined,299,209.2
852,opera,avif,97.6,undefined,263,84.6
858,opera,webp,81.1,undefined,265,100.5
864,opera,png,107.8,undefined,1706,105.9
870,opera,jpeg,151.3,undefined,275,91.8
876,opera,avif,92.5,undefined,232,101.7
882,opera,webp,142,undefined,263,118
887,opera,png,134.9,undefined,1792,107.6
893,opera,jpeg,109.1,undefined,295,219.2
899,opera,avif,109.2,undefined,270,104.7
905,opera,webp,99.9,undefined,277,99.8
911,opera,png,136.2,undefined,1820,107.3
917,opera,jpeg,117.6,undefined,294,197.5
923,opera,avif,97.5,undefined,243,113.9
929,opera,webp,103.5,undefined,258,110.1
935,opera,png,145.2,undefined,2322,295
941,opera,jpeg,113.6,undefined,391,108.2
947,opera,avif,101.1,undefined,298,108.5
953,opera,webp,103.6,undefined,302,109.4
959,opera,png,135.4,undefined,1765,106
965,opera,jpeg,117.4,undefined,330,117.7
971,opera,avif,111.2,undefined,323,100.9
977,opera,webp,110.9,undefined,284,103.1
983,opera,png,123.2,undefined,2120,103.3
989,opera,jpeg,105.3,undefined,345,110.6
995,opera,avif,105.6,undefined,317,108.8
1001,opera,webp,102.7,undefined,329,97.6
1007,opera,png,109.8,undefined,1998,100.2
1013,opera,jpeg,99.7,undefined,307,190.7
1019,opera,avif,117.4,undefined,269,105.6
1025,opera,webp,102.7,undefined,265,90.5
1031,opera,png,108,undefined,2573,103.4
1037,opera,jpeg,106.5,undefined,381,203.6
1043,opera,avif,101.4,undefined,358,103.5
1049,opera,webp,108.2,undefined,343,215.6
1055,opera,png,108.3,undefined,1637,284.2
1061,opera,jpeg,106.4,undefined,308,113.9
1067,opera,avif,84.1,undefined,269,220.4
1073,opera,webp,147.2,undefined,277,73.9
1079,opera,png,125,undefined,1803,111.3
1085,opera,jpeg,104.1,undefined,324,213.5
1091,opera,avif,97.4,undefined,282,101.8
1097,opera,webp,75.8,undefined,245,128.7
1103,opera,png,167.3,undefined,1726,93.5
1109,opera,jpeg,95.7,undefined,302,111.6
1115,opera,avif,94.1,undefined,251,124.3
1121,opera,webp,95.1,undefined,266,109.2
1127,opera,png,134.1,undefined,2076,93.1
1133,opera,jpeg,104.5,undefined,327,193.5
1139,opera,avif,92.9,undefined,306,116.1
1145,opera,webp,117.1,undefined,294,221
1151,opera,png,106.1,undefined,1884,188.2
1157,opera,jpeg,108.6,undefined,312,96.8
1163,opera,avif,99.5,undefined,293,204.9
1169,opera,webp,115.7,undefined,283,74.2
1175,opera,png,104.8,undefined,1601,105.2
1181,opera,jpeg,119.8,undefined,298,194.9
1187,opera,avif,93.6,undefined,260,107
1193,opera,webp,119.1,undefined,251,95.5
1199,opera,png,129.7,undefined,2092,107.1
1205,opera,jpeg,87.4,undefined,315,99.7
1210,opera,avif,121.9,undefined,276,193.7
1216,opera,webp,100,undefined,272,90.7
1222,opera,png,156,undefined,2313,31.2
1228,opera,jpeg,93.6,undefined,387,107
1234,opera,avif,104.4,undefined,276,105.6
1240,opera,webp,120.4,undefined,291,102.5
1246,opera,png,118.2,undefined,2574,105.9
1252,opera,jpeg,114.6,undefined,367,93.7
1258,opera,avif,101.6,undefined,336,93.5
1264,opera,webp,135.9,undefined,372,87.2
1270,opera,png,136.1,undefined,1935,313.1
1276,opera,jpeg,112.5,undefined,322,103.4
1282,opera,avif,105.1,undefined,280,84.2
1288,opera,webp,104,undefined,279,196.3
1294,opera,png,125.9,undefined,1988,206.2
1300,opera,jpeg,120.3,undefined,339,108.1
1306,opera,avif,108.7,undefined,285,421.1
1312,opera,webp,101.6,undefined,287,104.5
1318,opera,png,132.3,undefined,2228,122.8
1324,opera,jpeg,108,undefined,380,108.2
1330,opera,avif,118.1,undefined,303,113.9
1336,opera,webp,107.4,undefined,331,37.5
1342,opera,png,145.9,undefined,1571,141.4
1347,opera,jpeg,130.7,undefined,279,108.1
1353,opera,avif,69.6,undefined,222,278.3
1359,opera,webp,60.7,undefined,238,207.5
1365,opera,png,144.3,undefined,2115,227.4
1371,opera,jpeg,106.7,undefined,348,150.1
1377,opera,avif,117.5,undefined,267,93
1383,opera,webp,99.5,undefined,293,112.6
1389,opera,png,150.1,undefined,2971,96.4
1395,opera,jpeg,122.6,undefined,462,101.9
1401,opera,avif,126.6,undefined,460,99
1407,opera,webp,121.5,undefined,442,84
1413,opera,png,134.6,undefined,1606,143.7
1419,opera,jpeg,110.8,undefined,296,92.1
1425,opera,avif,122.1,undefined,288,198.6
1431,opera,webp,115.5,undefined,283,101.2
1437,opera,png,130.5,undefined,1988,104.1
1443,opera,jpeg,108.5,undefined,324,239
1449,opera,avif,127.1,undefined,269,108.7
1455,opera,webp,108.5,undefined,277,96
1461,opera,png,117.2,undefined,1868,104.3
1467,opera,jpeg,100.2,undefined,373,107.9
1473,opera,avif,118.4,undefined,318,160.1
1479,opera,webp,109.4,undefined,341,203
1485,opera,png,123.5,undefined,1805,97.8
1491,opera,jpeg,138.4,undefined,314,205.7
1497,opera,avif,135.4,undefined,266,33
1503,opera,webp,132.4,undefined,277,113.9
1509,opera,png,130.5,undefined,1807,355.7
1515,opera,jpeg,121.4,undefined,316,99.8
1521,opera,avif,137.6,undefined,258,42.8
1527,opera,webp,125.1,undefined,282,95.3
1533,opera,png,129.5,undefined,2151,44.1
1539,opera,jpeg,115.5,undefined,352,106.7
1545,opera,avif,113.2,undefined,295,289.1
1551,opera,webp,112.7,undefined,287,110.3
1557,opera,png,153.9,undefined,1899,68.8
1563,opera,jpeg,117.3,undefined,336,112.7
1569,opera,avif,102.2,undefined,288,105.2
1575,opera,webp,103.7,undefined,310,196.9
1581,opera,png,79.7,undefined,1816,140.4
1587,opera,jpeg,62.9,undefined,307,84.7
1593,opera,avif,129.9,undefined,304,99.7
1599,opera,webp,122.7,undefined,293,110.8
1605,opera,png,115.1,undefined,1986,100.7
1611,opera,jpeg,122.5,undefined,342,114.2
1617,opera,avif,146.6,undefined,282,136.5
1623,opera,webp,98.1,undefined,309,193.6
1629,opera,png,125.3,undefined,1840,81.8
1635,opera,jpeg,132.2,undefined,343,76.5
1641,opera,avif,122.1,undefined,287,106.1
1647,opera,webp,113.7,undefined,313,135.8
1653,opera,png,134.4,undefined,2901,23.3
1659,opera,jpeg,134.9,undefined,429,80.5
1665,opera,avif,111.6,undefined,390,226.6
1671,opera,webp,107.6,undefined,417,90.3
1677,opera,png,123.5,undefined,2604,95.3
1683,opera,jpeg,105.8,undefined,381,203.2
1689,opera,avif,124.6,undefined,326,94.6
1695,opera,webp,119.2,undefined,365,225.8
1701,opera,png,133.1,undefined,2310,190.3
1707,opera,jpeg,106.7,undefined,383,137.7
1713,opera,avif,107.6,undefined,374,129
1719,opera,webp,186.5,undefined,383,91.4
1725,opera,png,123.2,undefined,2128,120.5
1731,opera,jpeg,140.4,undefined,383,61.6
1737,opera,avif,109.2,undefined,291,102
1743,opera,webp,123.2,undefined,324,78.8
1749,opera,png,185.7,undefined,2065,94.2
1755,opera,jpeg,126.3,undefined,344,119.9
1761,opera,avif,122,undefined,336,174.7
1767,opera,webp,142.4,undefined,293,108.5
1773,opera,png,126.4,undefined,1888,341
1779,opera,jpeg,119.5,undefined,333,110
1785,opera,avif,154.9,undefined,293,237
1791,opera,webp,109.8,undefined,295,83
1797,opera,png,113,undefined,1942,125.9
1803,opera,jpeg,132.4,undefined,349,201.5
1809,opera,avif,129.2,undefined,293,178.4
1815,opera,webp,110.3,undefined,329,218.2
1821,opera,png,126.7,undefined,1536,189.3
1827,opera,jpeg,112.2,undefined,321,134.4
1833,opera,avif,112.5,undefined,295,218.5
1839,opera,webp,136.4,undefined,298,120
1845,opera,png,125.2,undefined,2977,88.2
1851,opera,jpeg,115.2,undefined,479,107.2
1857,opera,avif,117.8,undefined,507,127.1
1863,opera,webp,110.1,undefined,423,92.3
1869,opera,png,162.1,undefined,2295,103.7
1875,opera,jpeg,117.5,undefined,359,215.9
1881,opera,avif,115.6,undefined,291,115.7
1887,opera,webp,145.7,undefined,319,241.3
1893,opera,png,162.3,undefined,2216,189.6
1899,opera,jpeg,133.4,undefined,369,121.2
1905,opera,avif,104,undefined,296,85
1911,opera,webp,119.6,undefined,317,116
1917,opera,png,121.2,undefined,1762,117.5
1923,opera,jpeg,126,undefined,351,93
1929,opera,avif,114.3,undefined,303,128.9
1935,opera,webp,108.3,undefined,314,182.2
1941,opera,png,128.8,undefined,2068,85.3
1947,opera,jpeg,131.7,undefined,335,241.5
1953,opera,avif,135.6,undefined,290,105.2
1959,opera,webp,124,undefined,312,183.1
1965,opera,png,131.6,undefined,2205,85.9
1971,opera,jpeg,121.2,undefined,355,85.7
1977,opera,avif,119.2,undefined,285,217.6
1983,opera,webp,126.6,undefined,720,154.7
1989,opera,png,121.8,undefined,1991,69.3
1995,opera,jpeg,118.9,undefined,358,91.9
2001,opera,avif,125.9,undefined,282,241.9
2007,opera,webp,107.5,undefined,277,323.6
2013,opera,png,131,undefined,1755,26
2019,opera,jpeg,122.1,undefined,315,109.3
2025,opera,avif,117.3,undefined,266,87
2031,opera,webp,98.1,undefined,281,103.2
2037,opera,png,160.9,undefined,1912,335.3
2043,opera,jpeg,116.1,undefined,309,116.1
2049,opera,avif,112.7,undefined,276,86.1
2055,opera,webp,147.5,undefined,255,102.8
2061,opera,png,148.8,undefined,2026,128.4
2066,opera,jpeg,108.3,undefined,348,82.7
2072,opera,avif,114,undefined,357,200
2078,opera,webp,134.2,undefined,332,126.4
2084,opera,png,124.7,undefined,4785,281.3
2090,opera,jpeg,125.8,undefined,414,105.7
2096,opera,avif,123.1,undefined,378,87.8
2102,opera,webp,125.5,undefined,391,108.9
2108,opera,png,105.4,undefined,4164,37.2
2114,opera,jpeg,111.5,undefined,333,102.9
2120,opera,avif,115.8,undefined,285,107.8
2126,opera,webp,173.2,undefined,296,99.7
2132,opera,png,117.9,undefined,2087,286.9
2138,opera,jpeg,101.9,undefined,338,101.5
2143,opera,avif,108.1,undefined,292,80.5
2149,opera,webp,113.5,undefined,295,290.9
2155,opera,png,124.6,undefined,1704,322.3
2161,opera,jpeg,139.2,undefined,327,120.1
2167,opera,avif,122.4,undefined,283,120
2173,opera,webp,134.9,undefined,260,105.5
2179,opera,png,142.4,undefined,2089,129.1
2185,opera,jpeg,126.5,undefined,350,94.2
2191,opera,avif,123.3,undefined,299,96.9
2197,opera,webp,108,undefined,302,93.8
2203,opera,png,146.5,undefined,2376,64.7
2209,opera,jpeg,111.4,undefined,355,106.4
2215,opera,avif,131.2,undefined,275,325.6
2221,opera,webp,128,undefined,325,216.5
2227,opera,png,155,undefined,2231,114.2
2233,opera,jpeg,119.9,undefined,370,86.6
2239,opera,avif,119,undefined,331,196.4
2245,opera,webp,134.2,undefined,332,103.9
2251,opera,png,138.1,undefined,2200,104.7
2257,opera,jpeg,104.9,undefined,360,93
2263,opera,avif,159.2,undefined,815,92.6
2269,opera,webp,123.2,undefined,335,219.9
2275,opera,png,118.8,undefined,1349,101.2
2281,opera,jpeg,113.4,undefined,306,119.1
2287,opera,avif,128.1,undefined,290,203.3
2293,opera,webp,118.9,undefined,277,91.2
2299,opera,png,150.9,undefined,2151,97.1
2305,opera,jpeg,129.9,undefined,430,89.5
2311,opera,avif,119.1,undefined,364,206.4
2317,opera,webp,114.5,undefined,385,112.3
2323,opera,png,122.8,undefined,1643,92.7
2329,opera,jpeg,143.5,undefined,300,88.3
2335,opera,avif,108.9,undefined,253,115.7
2341,opera,webp,130.7,undefined,253,95.2
2347,opera,png,147,undefined,1930,122.9
2353,opera,jpeg,137.1,undefined,324,94.1
2359,opera,avif,130.4,undefined,269,76.7
2365,opera,webp,140.8,undefined,285,87.1
2371,opera,png,167.4,undefined,1790,91.4
2377,opera,jpeg,130.9,undefined,319,114.3
2383,opera,avif,112.7,undefined,293,107.8
2389,opera,webp,157.5,undefined,293,215.6
2395,opera,png,121.1,undefined,1756,294.7
2401,opera,jpeg,136.6,undefined,336,115
2407,opera,avif,127.6,undefined,288,92.6
2413,opera,webp,136.8,undefined,304,100.1
2419,opera,png,139.2,undefined,2495,151.7
2425,opera,jpeg,127,undefined,360,95.1
2431,opera,avif,118.9,undefined,317,114.6
2437,opera,webp,118,undefined,336,211.1
2443,opera,png,133,undefined,1754,203.8
2449,opera,jpeg,109.9,undefined,303,106.4
2455,opera,avif,117.9,undefined,259,200.8
2461,opera,webp,141.2,undefined,272,98.7
2467,opera,png,124.4,undefined,1754,109.7
2473,opera,jpeg,131.7,undefined,330,22.5
2479,opera,avif,132.2,undefined,297,238.6
2485,opera,webp,157,undefined,291,112.3
2491,opera,png,129.3,undefined,2021,302.2
2497,opera,jpeg,125.7,undefined,345,82.8
2503,opera,avif,130.4,undefined,321,93.2
2509,opera,webp,116.5,undefined,318,202.7
2515,opera,png,140,undefined,1826,93.4
2521,opera,jpeg,137.8,undefined,330,203.7
2527,opera,avif,117,undefined,284,103.1
2533,opera,webp,149,undefined,294,210.1
2539,opera,png,125.3,undefined,1906,117.4
2545,opera,jpeg,116.3,undefined,311,211.6
2551,opera,avif,159.2,undefined,277,109
2557,opera,webp,133.6,undefined,280,181.9
2563,opera,png,159.1,undefined,2136,218.2
2569,opera,jpeg,114.3,undefined,372,97.1
2575,opera,avif,118.8,undefined,335,193.3
2581,opera,webp,145.5,undefined,330,203.4
2587,opera,png,150.7,undefined,2143,286.1
2593,opera,jpeg,139.6,undefined,360,97.3
2599,opera,avif,162.1,undefined,343,113
2605,opera,webp,113.2,undefined,335,109.5
2610,opera,png,153,undefined,2324,92.5
2616,opera,jpeg,140.8,undefined,425,115.2
2622,opera,avif,140.4,undefined,373,416.5
2628,opera,webp,172,undefined,372,593.4
2634,opera,png,134.6,undefined,2051,95.7
2640,opera,jpeg,131.7,undefined,323,319.3
2646,opera,avif,152.7,undefined,299,402.1
2652,opera,webp,139.4,undefined,304,95.9
2658,opera,png,159.1,undefined,1626,119
2664,opera,jpeg,138.3,undefined,330,84.8
2670,opera,avif,129.1,undefined,285,104.1
2676,opera,webp,134.1,undefined,297,102.1
2682,opera,png,142,undefined,1913,78
2688,opera,jpeg,156.5,undefined,318,206.8
2694,opera,avif,155.9,undefined,304,97.7
2700,opera,webp,118.2,undefined,310,196.4
2706,opera,png,159.9,undefined,2628,217.2
2712,opera,jpeg,142.7,undefined,430,105.4
2718,opera,avif,126.4,undefined,379,107.7
2724,opera,webp,142.8,undefined,837,89.5
